Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Year,Month,Quarter,DayOfWeek,Delivery_Days,Profit_Margin,Sales_Per_Quantity,Is_Discounted,High_Value_Transaction
2,1,0,16,79.974,3,0.4,2014,11,4,3,0,-36.666666666666664,26.658,1,0
1,2,1,10,4.608,2,0.2,2012,8,3,3,5,36.25000000000001,2.304,1,0
0,0,1,12,33.36,4,0.0,2013,12,4,6,6,50.0,8.34,0,0
0,1,1,15,13.712,2,0.2,2013,12,4,1,5,7.5,6.856,1,0
0,1,0,5,442.764,4,0.1,2013,5,2,2,4,13.333333333333334,110.691,1,1
0,3,1,3,8.32,5,0.2,2013,11,4,6,1,33.75,1.6640000000000001,1,0
1,1,1,3,22.92,4,0.0,2011,10,4,4,2,48.0,5.73,0,0
2,3,1,3,4.176,1,0.2,2013,11,4,1,4,31.25,4.176,1,0
1,3,0,5,1159.056,9,0.2,2014,12,4,2,4,3.75,128.784,1,1
1,1,1,2,41.86,7,0.0,2013,7,3,0,4,25.0,5.9799999999999995,0,0
0,3,2,0,196.752,6,0.2,2011,6,2,2,3,28.749999999999996,32.792,1,0
1,3,2,0,1287.45,5,0.0,2014,6,2,5,2,19.0,257.49,0,1
0,3,1,10,43.86,6,0.0,2014,10,4,4,6,47.0,7.31,0,0
1,3,0,5,195.184,1,0.2,2013,7,3,2,5,10.0,195.184,1,0
1,0,1,12,27.216,3,0.2,2012,8,3,0,2,36.25,9.072000000000001,1,0
0,3,1,3,10.92,3,0.2,2012,7,3,0,1,37.5,3.64,1,0
0,3,1,12,20.94,3,0.0,2011,8,3,4,4,46.99999999999999,6.98,0,0
0,3,0,9,22.14,3,0.0,2013,6,2,3,7,28.999999999999996,7.38,0,0
0,1,0,5,3785.292,6,0.1,2011,9,3,0,5,11.111111111111112,630.882,1,1
1,3,1,10,3.75,1,0.0,2014,10,4,1,2,48.00000000000001,3.75,0,0
1,0,1,14,33.29,1,0.0,2014,11,4,1,0,24.000000000000004,33.29,0,0
0,3,1,8,7.89,1,0.0,2014,1,1,2,2,45.0,7.89,0,0
1,2,0,9,192.22,14,0.0,2012,1,1,2,5,36.00000000000001,13.73,0,0
0,2,1,14,354.9,5,0.0,2011,3,1,4,0,5.0,70.97999999999999,0,1
1,1,1,3,122.94,3,0.0,2012,7,3,0,4,48.00000000000001,40.98,0,0
1,3,1,3,26.976,4,0.2,2013,11,4,4,2,32.50000000000001,6.744,1,0
1,1,0,9,12.56,2,0.0,2013,5,2,4,4,31.999999999999996,6.28,0,0
0,3,1,3,30.84,5,0.2,2014,3,1,0,4,31.25,6.168,1,0
0,3,1,14,64.96,2,0.0,2013,4,2,1,4,4.0,32.48,0,0
2,3,1,3,24.192,9,0.2,2012,11,4,1,4,31.25,2.688,1,0
1,3,1,12,12.96,2,0.0,2012,12,4,4,0,47.99999999999999,6.48,0,0
2,0,1,3,25.9,5,0.0,2014,12,4,0,5,49.00000000000001,5.18,0,0
1,0,1,3,23.912,2,0.8,2012,11,4,4,4,-170.0,11.956,1,0
0,3,2,13,111.984,2,0.2,2012,12,4,0,5,10.0,55.992,1,0
1,1,2,13,791.964,6,0.4,2012,9,3,4,7,-16.666666666666664,131.994,1,1
0,3,0,4,257.499,3,0.15,2013,4,2,3,4,9.411764705882351,85.83300000000001,1,1
0,3,0,9,14.76,2,0.0,2013,12,4,0,7,29.000000000000004,7.38,0,0
0,1,1,3,186.144,6,0.2,2013,6,2,5,5,32.5,31.024,1,0
0,2,1,12,23.92,4,0.0,2012,9,3,4,5,49.0,5.98,0,0
2,0,1,12,3.808,1,0.2,2011,10,4,3,2,32.5,3.808,1,0
0,0,1,14,72.784,1,0.2,2014,4,2,4,6,-25.0,72.784,1,0
0,1,0,4,314.352,3,0.2,2014,10,4,4,5,-5.0,104.78399999999999,1,1
0,0,1,3,42.81,3,0.0,2011,9,3,2,5,47.0,14.270000000000001,0,0
0,3,0,9,12.56,2,0.0,2012,6,2,1,4,31.999999999999996,6.28,0,0
2,1,2,13,776.85,5,0.4,2014,3,1,2,5,-23.333333333333332,155.37,1,1
0,2,1,7,251.58,7,0.0,2014,10,4,0,6,44.99999999999999,35.940000000000005,0,1
0,3,1,2,120.768,4,0.2,2011,11,4,0,4,7.500000000000001,30.192,1,0
0,2,1,1,44.43,3,0.0,2012,11,4,3,5,42.0,14.81,0,0
0,0,1,14,137.352,3,0.2,2011,3,1,1,6,6.25,45.784,1,0
0,3,1,8,21.48,6,0.0,2013,7,3,4,2,50.0,3.58,0,0
0,3,0,5,225.296,2,0.2,2014,7,3,1,4,10.0,112.648,1,1
0,3,0,5,603.92,5,0.2,2011,12,4,3,2,7.5,120.78399999999999,1,1
0,0,1,14,646.2,5,0.2,2011,11,4,3,4,-1.25,129.24,1,1
0,1,1,15,55.6,5,0.2,2012,9,3,5,3,11.249999999999998,11.120000000000001,1,0
1,1,0,4,220.98,1,0.0,2014,12,4,1,5,23.0,220.98,0,1
0,3,1,12,32.4,5,0.0,2013,6,2,1,5,48.0,6.4799999999999995,0,0
2,2,1,12,18.272,1,0.2,2012,5,2,5,3,32.5,18.272,1,0
0,0,2,0,159.75,5,0.0,2014,7,3,3,2,6.999999999999999,31.95,0,0
0,1,1,2,5.248,2,0.2,2014,6,2,5,7,11.25,2.624,1,0
0,2,1,2,8.34,3,0.0,2012,3,1,4,6,26.0,2.78,0,0
0,3,1,12,6.48,1,0.0,2013,8,3,1,3,47.99999999999999,6.48,0,0
1,2,0,16,383.438,4,0.45,2013,9,3,3,4,-43.63636363636363,95.8595,1,1
0,1,1,12,32.4,5,0.0,2014,9,3,5,5,48.0,6.4799999999999995,0,0
0,1,0,5,172.764,2,0.1,2014,6,2,2,2,18.88888888888889,86.382,1,0
0,2,1,3,14.6,2,0.0,2012,9,3,4,5,47.0,7.3,0,0
1,3,1,12,19.008,3,0.2,2011,4,2,4,7,36.25,6.335999999999999,1,0
1,3,1,12,5.28,1,0.0,2014,4,2,0,2,44.99999999999999,5.28,0,0
0,0,1,14,129.552,3,0.2,2011,3,1,1,4,-17.5,43.184,1,0
0,1,2,13,359.97,3,0.0,2013,11,4,4,2,27.999999999999996,119.99000000000001,0,1
1,3,1,3,14.952,2,0.7,2013,5,2,4,5,-80.0,7.476,1,0
0,0,1,3,43.41,1,0.0,2014,5,2,4,6,46.0,43.41,0,0
2,0,1,12,45.36,7,0.0,2013,5,2,4,5,48.0,6.4799999999999995,0,0
0,1,0,4,782.94,3,0.0,2014,9,3,1,2,26.0,260.98,0,1
2,2,2,0,53.25,3,0.0,2014,3,1,3,7,38.99999999999999,17.75,0,0
1,1,0,4,579.136,4,0.2,2013,7,3,0,4,3.7500000000000004,144.784,1,1
0,1,0,9,31.968,2,0.2,2014,1,1,0,5,20.0,15.984,1,0
0,0,1,2,19.56,5,0.2,2014,6,2,0,7,8.75,3.912,1,0
1,0,1,14,111.672,9,0.2,2013,11,4,5,3,6.25,12.408,1,0
1,0,1,12,41.472,8,0.2,2013,7,3,2,1,35.0,5.184,1,0
1,1,1,8,3.68,2,0.0,2013,12,4,1,3,48.99999999999999,1.84,0,0
2,3,1,12,23.12,4,0.0,2014,2,1,3,2,48.99999999999999,5.78,0,0
0,1,2,13,285.576,4,0.4,2014,8,3,4,5,-20.0,71.394,1,1
1,3,0,16,272.848,1,0.2,2011,7,3,3,4,10.0,272.848,1,1
2,2,1,14,1443.96,12,0.0,2014,11,4,1,6,26.0,120.33,0,1
0,0,0,9,56.328,3,0.6,2014,12,4,0,0,-47.5,18.776,1,0
1,1,1,3,15.92,5,0.2,2014,11,4,3,3,33.75,3.184,1,0
0,3,2,11,2973.32,7,0.2,2012,5,2,1,4,11.249999999999998,424.76000000000005,1,1
0,2,1,2,2.74,1,0.0,2012,3,1,4,6,26.999999999999996,2.74,0,0
0,3,2,6,999.98,2,0.0,2013,9,3,1,6,44.99999999999999,499.99,0,1
1,3,2,0,111.96,4,0.0,2014,3,1,1,5,19.000000000000004,27.99,0,0
0,1,1,2,12.42,3,0.0,2013,10,4,1,4,42.00000000000001,4.14,0,0
0,1,1,3,2.946,2,0.7,2012,9,3,1,0,-69.99999999999999,1.473,1,0
1,1,1,3,20.86,2,0.0,2011,4,2,3,5,45.0,10.43,0,0
1,3,1,7,57.9,5,0.0,2014,7,3,4,2,50.0,11.58,0,0
0,1,1,12,7.968,2,0.2,2011,10,4,5,2,36.25,3.984,1,0
1,1,1,12,12.96,2,0.0,2012,12,4,0,2,47.99999999999999,6.48,0,0
0,1,1,2,3.28,2,0.0,2013,4,2,5,7,45.0,1.64,0,0
2,2,2,11,91.475,1,0.5,2013,6,2,0,3,-2.0,91.475,1,0
0,1,1,14,55.92,5,0.2,2013,4,2,2,3,11.25,11.184000000000001,1,0
1,0,1,14,418.32,7,0.0,2012,11,4,6,0,27.999999999999996,59.76,0,1
1,0,1,15,52.59,3,0.0,2012,7,3,1,6,30.0,17.53,0,0
1,3,1,10,6.264,3,0.2,2013,9,3,4,2,32.5,2.088,1,0
1,3,0,16,567.12,10,0.2,2011,5,2,4,0,-5.0,56.712,1,1
2,3,2,11,2395.2,6,0.2,2014,7,3,4,0,8.75,399.2,1,1
0,2,1,3,43.04,8,0.0,2012,6,2,1,4,49.00000000000001,5.38,0,0
0,3,1,1,1101.48,4,0.0,2013,11,4,0,3,39.0,275.37,0,1
1,1,0,5,163.764,2,0.1,2014,7,3,0,5,15.555555555555554,81.882,1,0
1,1,1,2,13.248,4,0.2,2014,12,4,6,0,27.500000000000004,3.312,1,0
0,1,2,6,8399.976,4,0.4,2013,5,2,4,4,13.33333333333333,2099.994,1,1
0,1,1,14,105.98,2,0.0,2012,9,3,2,6,4.0,52.99,0,0
0,0,2,0,191.976,3,0.2,2013,10,4,0,6,12.5,63.992,1,0
0,0,1,10,28.91,7,0.0,2012,6,2,4,4,46.0,4.13,0,0
0,1,2,11,65.97,3,0.0,2011,6,2,4,6,47.0,21.99,0,0
0,0,1,3,12.176,4,0.8,2012,4,2,5,7,-155.0,3.044,1,0
2,2,1,3,29.84,2,0.0,2014,5,2,0,4,45.0,14.92,0,0
0,3,1,15,32.94,3,0.0,2012,8,3,0,5,28.000000000000004,10.979999999999999,0,0
1,0,2,11,597.132,3,0.4,2014,7,3,4,3,8.333333333333334,199.04399999999998,1,1
0,1,2,13,143.982,3,0.4,2013,7,3,2,5,-20.0,47.994,1,0
1,3,2,0,559.92,8,0.0,2013,11,4,0,6,34.0,69.99,0,1
0,0,1,10,18.9,3,0.0,2013,6,2,4,4,46.00000000000001,6.3,0,0
0,3,1,14,169.68,6,0.0,2014,11,4,2,3,27.0,28.28,0,0
0,3,1,2,35.4,5,0.0,2013,9,3,4,0,38.0,7.08,0,0
0,3,1,12,24.784,1,0.2,2013,11,4,0,5,31.25,24.784,1,0
1,0,2,0,95.968,4,0.2,2013,6,2,4,6,27.500000000000004,23.992,1,0
2,0,1,14,443.92,4,0.0,2014,7,3,2,7,3.0,110.98,0,1
1,0,1,3,497.94,3,0.0,2014,11,4,4,5,45.0,165.98,0,1
1,3,1,15,238.62,2,0.0,2011,2,1,1,4,2.0,119.31,0,1
0,3,2,0,479.04,10,0.2,2011,7,3,5,4,-6.25,47.904,1,1
0,1,2,13,281.97,3,0.0,2014,12,4,0,7,27.999999999999996,93.99000000000001,0,1
0,2,1,3,11.277,3,0.7,2013,5,2,3,4,-76.66666666666667,3.759,1,0
0,0,2,13,537.544,7,0.2,2014,3,1,2,6,8.75,76.792,1,1
1,3,0,4,305.9745,3,0.15,2011,11,4,2,2,8.23529411764706,101.99149999999999,1,1
2,1,0,9,30.144,2,0.2,2014,2,1,1,3,27.500000000000004,15.072,1,0
0,1,1,3,2.688,1,0.2,2011,6,2,3,6,31.249999999999993,2.688,1,0
0,2,1,12,105.52,4,0.0,2011,12,4,2,6,46.0,26.38,0,0
1,1,1,2,6.848,2,0.2,2012,9,3,0,3,8.75,3.424,1,0
0,1,1,3,29.0,5,0.0,2013,8,3,2,5,48.0,5.8,0,0
1,0,1,2,74.352,3,0.2,2012,4,2,2,4,8.75,24.784000000000002,1,0
0,1,0,9,20.32,4,0.0,2013,3,1,2,2,34.0,5.08,0,0
0,0,1,3,1.728,4,0.8,2013,3,1,3,6,-160.0,0.432,1,0
2,2,0,4,339.92,5,0.2,2013,11,4,0,6,2.5,67.98400000000001,1,1
2,0,1,10,2.464,1,0.2,2014,3,1,2,2,35.0,2.464,1,0
0,1,2,0,39.992,1,0.2,2013,3,1,0,4,18.75,39.992,1,0
1,2,1,3,2.892,2,0.7,2012,7,3,0,2,-80.0,1.446,1,0
1,3,1,3,7.752,3,0.2,2013,6,2,5,0,36.25,2.584,1,0
0,3,1,7,158.13,3,0.0,2013,11,4,2,2,49.0,52.71,0,0
0,1,0,9,113.6,8,0.0,2013,3,1,5,4,39.0,14.2,0,0
2,0,2,0,46.688,4,0.2,2011,9,3,2,3,-6.25,11.672,1,0
0,1,1,15,286.344,3,0.2,2011,11,4,3,5,-22.500000000000004,95.448,1,1
0,3,2,0,99.99,1,0.0,2011,5,2,4,5,38.00000000000001,99.99,0,0
1,2,1,3,33.57,5,0.7,2011,3,1,5,2,-76.66666666666666,6.714,1,0
1,2,1,3,46.62,9,0.0,2012,9,3,3,6,46.0,5.18,0,0
0,2,1,2,7.7,2,0.0,2013,7,3,2,6,41.0,3.85,0,0
0,0,0,5,269.97,3,0.0,2014,9,3,4,4,18.999999999999996,89.99000000000001,0,1
1,3,2,11,767.952,6,0.2,2011,12,4,3,4,37.50000000000001,127.992,1,1
0,3,0,9,68.46,2,0.0,2014,12,4,1,4,30.000000000000004,34.23,0,0
1,1,2,13,199.98,2,0.0,2012,3,1,1,3,27.0,99.99,0,0
0,0,1,3,5.104,4,0.8,2011,12,4,2,5,-170.0,1.276,1,0
1,0,2,0,113.52,5,0.2,2012,3,1,4,3,26.25,22.704,1,0
0,3,2,0,279.944,7,0.2,2014,9,3,0,5,28.749999999999996,39.992000000000004,1,1
0,0,1,12,16.056,3,0.2,2014,11,4,3,6,36.24999999999999,5.352,1,0
1,1,1,7,62.24,8,0.0,2012,11,4,2,5,47.0,7.78,0,0
1,1,1,12,97.82,2,0.0,2014,6,2,4,4,47.0,48.91,0,0
0,0,2,13,143.976,3,0.2,2011,9,3,3,4,6.25,47.992,1,0
1,3,2,13,302.384,2,0.2,2013,8,3,0,2,10.0,151.192,1,1
0,0,0,9,4.044,3,0.6,2013,6,2,2,5,-70.0,1.3479999999999999,1,0
2,1,1,7,40.752,3,0.2,2013,11,4,0,2,37.5,13.584000000000001,1,0
2,3,1,14,15.51,1,0.0,2012,9,3,3,2,28.000000000000004,15.51,0,0
0,3,1,12,11.96,2,0.0,2012,4,2,1,4,49.0,5.98,0,0
1,0,1,10,11.952,3,0.2,2013,12,4,4,3,32.5,3.984,1,0
1,2,0,9,19.52,2,0.2,2011,7,3,1,3,27.500000000000004,9.76,1,0
0,1,1,12,39.9,5,0.0,2014,9,3,5,3,50.0,7.9799999999999995,0,0
2,0,0,9,15.92,2,0.0,2014,12,4,0,0,44.0,7.96,0,0
1,3,0,9,68.432,7,0.2,2013,9,3,0,5,12.5,9.776,1,0
2,3,1,2,119.04,6,0.0,2012,11,4,1,5,25.999999999999996,19.84,0,0
0,1,1,12,27.744,6,0.2,2014,6,2,0,2,36.25,4.624,1,0
2,3,1,1,1640.7,5,0.0,2012,10,4,4,5,28.000000000000004,328.14,0,1
1,1,2,13,61.542,1,0.4,2014,10,4,0,4,-21.666666666666664,61.542,1,0
0,3,0,9,80.96,4,0.0,2012,11,4,5,4,36.00000000000001,20.24,0,0
2,0,1,8,3.488,2,0.2,2011,7,3,1,4,16.25,1.744,1,0
0,1,1,14,1676.88,6,0.0,2011,6,2,2,5,5.0,279.48,0,1
0,2,1,7,17.92,4,0.0,2013,4,2,1,6,47.99999999999999,4.48,0,0
1,3,1,3,26.976,4,0.2,2012,5,2,0,4,32.50000000000001,6.744,1,0
2,1,1,12,15.552,3,0.2,2014,9,3,1,0,35.0,5.184,1,0
0,0,1,2,31.744,2,0.2,2014,1,1,4,2,12.5,15.872,1,0
1,0,1,12,116.28,3,0.0,2012,12,4,2,2,49.00000000000001,38.76,0,0
1,0,0,9,18.84,3,0.0,2013,12,4,3,4,32.0,6.28,0,0
1,0,1,14,102.336,4,0.2,2013,4,2,0,5,-12.5,25.584,1,0
1,2,0,9,23.68,8,0.2,2014,5,2,3,5,26.25,2.96,1,0
0,1,1,3,276.784,2,0.2,2013,11,4,4,2,32.5,138.392,1,1
0,1,1,3,40.176,3,0.2,2011,5,2,1,7,36.25,13.392000000000001,1,0
1,3,0,16,1421.664,6,0.2,2013,12,4,0,6,-13.750000000000002,236.944,1,1
2,3,0,4,203.983,2,0.15,2014,2,1,1,4,8.235294117647058,101.9915,1,0
1,2,0,9,15.992,1,0.2,2014,11,4,1,2,6.25,15.992,1,0
0,1,1,12,45.92,4,0.0,2011,8,3,1,0,49.0,11.48,0,0
1,1,1,1,56.52,3,0.0,2011,12,4,4,4,27.999999999999996,18.84,0,0
1,3,1,3,12.672,2,0.2,2013,8,3,3,7,37.49999999999999,6.336,1,0
1,1,1,12,20.928,4,0.2,2011,9,3,3,4,32.49999999999999,5.232,1,0
2,3,1,15,44.4,5,0.0,2013,7,3,1,6,28.000000000000004,8.879999999999999,0,0
0,2,1,12,106.32,3,0.0,2012,1,1,0,4,47.0,35.44,0,0
2,3,2,13,477.6,3,0.2,2013,6,2,4,5,33.75,159.20000000000002,1,1
0,1,0,9,9.82,2,0.0,2011,12,4,3,2,33.0,4.91,0,0
1,2,2,13,59.184,2,0.2,2013,1,1,5,2,8.75,29.592,1,0
0,2,0,9,88.92,5,0.2,2014,11,4,2,3,16.25,17.784,1,0
1,0,1,3,17.52,4,0.0,2014,8,3,4,5,48.0,4.38,0,0
0,3,0,9,91.96,2,0.0,2014,2,1,3,5,17.0,45.98,0,0
0,0,1,14,53.424,3,0.2,2014,5,2,4,6,8.75,17.808,1,0
2,0,1,3,8.02,1,0.0,2013,6,2,3,0,47.0,8.02,0,0
0,0,1,10,12.39,3,0.0,2012,5,2,1,5,46.0,4.13,0,0
2,3,1,14,359.32,4,0.0,2014,3,1,5,4,2.0,89.83,0,1
2,1,1,3,12.201,7,0.7,2013,9,3,1,3,-80.0,1.743,1,0
0,2,1,1,67.9,5,0.0,2014,9,3,4,4,30.0,13.580000000000002,0,0
0,3,2,13,71.976,3,0.2,2014,6,2,4,2,12.5,23.992,1,0
2,2,1,1,160.32,2,0.0,2013,3,1,3,5,28.000000000000004,80.16,0,0
1,1,1,2,1.504,1,0.2,2013,5,2,0,6,11.249999999999998,1.504,1,0
2,0,1,14,352.38,2,0.0,2014,9,3,2,5,23.0,176.19,0,1
0,2,0,9,337.088,4,0.2,2011,9,3,2,5,4.999999999999999,84.272,1,1
0,2,1,1,320.64,4,0.0,2014,12,4,0,5,28.000000000000004,80.16,0,1
0,3,1,1,108.96,2,0.0,2014,9,3,1,4,28.000000000000004,54.48,0,0
0,0,1,2,63.488,4,0.2,2014,3,1,4,6,7.5,15.872,1,0
0,1,1,10,75.18,6,0.0,2011,9,3,1,3,47.0,12.530000000000001,0,0
2,3,0,9,25.4,5,0.0,2013,7,3,4,0,34.0,5.08,0,0
1,3,1,14,119.904,6,0.2,2012,9,3,2,4,-1.25,19.983999999999998,1,0
0,3,1,15,97.3,7,0.0,2014,9,3,1,7,28.999999999999996,13.9,0,0
1,1,1,2,14.7,5,0.0,2013,6,2,3,6,45.0,2.94,0,0
0,0,1,3,2.724,3,0.8,2012,8,3,4,4,-154.99999999999997,0.908,1,0
0,1,2,13,45.99,1,0.0,2012,5,2,0,5,28.999999999999996,45.99,0,0
1,0,0,16,127.785,1,0.3,2014,11,4,0,3,-24.285714285714285,127.785,1,0
1,1,1,3,24.448,2,0.2,2012,9,3,3,6,36.24999999999999,12.224,1,0
1,3,2,0,12.99,1,0.0,2013,2,1,3,5,6.0,12.99,0,0
0,2,1,12,4.36,2,0.0,2012,9,3,1,4,46.99999999999999,2.18,0,0
1,3,1,1,60.984,7,0.2,2012,12,4,4,4,7.5,8.712,1,0
2,1,1,14,67.4,5,0.0,2014,9,3,1,4,26.0,13.48,0,0
0,3,0,9,111.9,6,0.0,2013,12,4,2,3,46.0,18.650000000000002,0,0
0,1,1,2,6.99,3,0.0,2014,11,4,4,3,28.999999999999996,2.33,0,0
0,0,1,14,35.168,2,0.2,2011,12,4,1,4,-23.75,17.584,1,0
1,1,2,0,379.96,5,0.2,2013,3,1,3,2,12.5,75.99199999999999,1,1
2,3,0,9,22.77,3,0.0,2014,12,4,1,5,43.0,7.59,0,0
1,3,0,9,46.9,5,0.0,2012,3,1,5,3,28.000000000000004,9.379999999999999,0,0
1,1,1,12,26.4,5,0.0,2014,10,4,4,6,45.00000000000001,5.279999999999999,0,0
2,3,1,1,105.96,4,0.0,2012,8,3,5,5,28.000000000000004,26.49,0,0
2,3,1,8,8.94,3,0.0,2014,10,4,4,5,46.0,2.98,0,0
0,2,2,0,89.568,4,0.2,2014,9,3,5,4,-1.25,22.392,1,0
1,1,1,10,24.84,3,0.2,2014,10,4,1,4,35.0,8.28,1,0
2,2,1,12,25.92,4,0.0,2013,4,2,1,7,48.99999999999999,6.48,0,0
0,1,1,12,38.52,9,0.0,2014,9,3,6,6,46.99999999999999,4.28,0,0
1,0,0,9,8.544,2,0.6,2011,12,4,3,6,-87.5,4.272,1,0
2,1,2,0,63.96,4,0.0,2012,9,3,1,3,31.0,15.99,0,0
2,1,1,12,75.06,9,0.0,2013,7,3,1,0,45.0,8.34,0,0
1,3,1,12,45.36,7,0.0,2013,12,4,0,6,48.0,6.4799999999999995,0,0
0,3,1,8,30.4,5,0.0,2011,11,4,1,7,50.0,6.08,0,0
0,3,2,13,249.584,2,0.2,2012,10,4,3,4,6.25,124.792,1,1
0,2,1,12,154.9,5,0.0,2012,9,3,3,5,44.99999999999999,30.98,0,0
1,3,1,7,30.56,4,0.0,2014,5,2,3,5,49.0,7.64,0,0
0,3,2,0,479.97,3,0.0,2013,11,4,6,5,37.0,159.99,0,1
1,1,1,2,17.52,3,0.0,2014,8,3,2,0,30.000000000000004,5.84,0,0
1,3,1,14,54.32,4,0.0,2014,9,3,4,6,1.0,13.58,0,0
0,3,1,10,8.26,2,0.0,2012,5,2,1,4,46.0,4.13,0,0
2,3,1,3,19.936,4,0.2,2014,10,4,0,5,36.25,4.984,1,0
0,1,2,13,832.93,7,0.0,2011,11,4,0,2,28.000000000000004,118.99,0,1
0,0,1,2,128.744,7,0.2,2012,9,3,1,4,10.0,18.392,1,0
0,0,1,14,18.16,2,0.2,2014,1,1,0,1,10.0,9.08,1,0
2,2,2,0,29.0,2,0.0,2011,11,4,5,5,25.0,14.5,0,0
0,3,1,12,27.696,3,0.2,2012,12,4,1,5,35.0,9.232000000000001,1,0
1,3,0,5,81.424,2,0.2,2013,12,4,6,3,-11.249999999999998,40.712,1,0
1,3,1,12,10.86,2,0.0,2014,12,4,2,1,49.0,5.43,0,0
0,0,1,8,10.824,3,0.2,2014,11,4,1,4,23.75,3.608,1,0
0,1,1,12,11.56,2,0.0,2013,11,4,0,2,48.99999999999999,5.78,0,0
2,2,1,8,9.45,5,0.0,2013,2,1,1,0,2.0,1.89,0,0
0,2,0,5,64.784,1,0.2,2011,12,4,4,4,10.0,64.784,1,0
1,1,1,3,4.626,2,0.7,2013,6,2,2,2,-83.33333333333333,2.313,1,0
1,3,1,8,27.552,3,0.2,2011,12,4,0,2,33.75,9.184,1,0
0,0,1,12,91.36,4,0.0,2013,9,3,4,2,46.0,22.84,0,0
1,0,2,0,100.8,2,0.2,2014,9,3,3,4,21.250000000000004,50.4,1,0
0,1,1,1,90.86,7,0.0,2014,9,3,5,3,28.999999999999996,12.98,0,0
1,1,0,5,207.846,3,0.1,2014,3,1,1,3,1.1111111111111112,69.282,1,0
0,3,1,3,673.568,2,0.2,2011,3,1,3,5,37.5,336.784,1,1
0,0,1,14,143.728,2,0.2,2014,3,1,0,4,-22.499999999999996,71.864,1,0
0,1,2,13,431.976,4,0.4,2012,1,1,4,2,-23.333333333333332,107.994,1,1
2,3,0,9,22.14,3,0.0,2012,11,4,1,5,28.999999999999996,7.38,0,0
0,0,1,7,180.96,2,0.0,2012,4,2,4,4,45.0,90.48,0,0
0,2,1,3,14.301,7,0.7,2011,11,4,3,4,-73.33333333333333,2.043,1,0
1,0,1,12,14.352,3,0.2,2011,7,3,5,6,31.25,4.784,1,0
0,3,1,8,15.26,7,0.0,2013,11,4,0,5,33.0,2.18,0,0
2,2,0,9,62.82,3,0.0,2011,1,1,3,5,49.0,20.94,0,0
0,2,1,7,63.9,5,0.0,2013,4,2,5,4,45.0,12.78,0,0
1,1,2,13,469.99,1,0.0,2014,3,1,1,3,28.999999999999996,469.99,0,1
2,1,2,0,360.0,4,0.0,2011,11,4,4,5,36.0,90.0,0,1
2,1,2,0,49.08,3,0.0,2014,3,1,5,5,10.0,16.36,0,0
1,3,1,10,274.77,9,0.0,2011,12,4,3,4,46.0,30.529999999999998,0,1
0,3,1,3,946.764,6,0.7,2011,12,4,1,4,-73.33333333333333,157.794,1,1
2,3,1,8,17.05,5,0.0,2013,10,4,3,5,47.99999999999999,3.41,0,0
0,1,2,13,90.93,7,0.0,2014,12,4,2,4,3.0,12.99,0,0
2,3,0,4,1198.33,10,0.15,2011,3,1,4,3,5.88235294117647,119.833,1,1
2,0,0,5,255.108,6,0.3,2013,11,4,1,4,-7.142857142857144,42.518,1,1
0,1,0,9,173.24,4,0.0,2013,5,2,5,1,10.0,43.31,0,0
1,3,2,0,239.97,3,0.0,2012,3,1,4,2,36.0,79.99,0,1
2,0,1,3,3.6,2,0.0,2014,1,1,3,1,48.0,1.8,0,0
0,3,1,12,51.84,8,0.0,2014,11,4,5,4,47.99999999999999,6.48,0,0
2,0,1,14,151.056,9,0.2,2014,8,3,2,3,5.0,16.784000000000002,1,0
0,1,1,12,22.68,2,0.0,2012,12,4,2,4,49.00000000000001,11.34,0,0
0,1,2,0,252.0,5,0.2,2011,9,3,1,3,21.25,50.4,1,1
2,1,0,5,767.214,14,0.1,2011,12,4,1,4,21.111111111111107,54.801,1,1
2,0,1,3,2.544,3,0.8,2012,11,4,3,4,-150.0,0.848,1,0
1,3,1,12,143.7,3,0.0,2014,9,3,4,5,48.00000000000001,47.9,0,0
2,2,0,9,127.88,2,0.0,2013,3,1,3,5,32.0,63.94,0,0
2,3,0,9,238.56,3,0.0,2013,11,4,3,4,10.999999999999998,79.52,0,1
0,3,1,2,53.94,3,0.0,2011,9,3,3,4,29.000000000000004,17.98,0,0
2,1,1,12,7.968,2,0.2,2012,4,2,6,5,36.25,3.984,1,0
2,1,1,10,14.94,3,0.0,2013,11,4,3,6,46.0,4.9799999999999995,0,0
0,1,1,1,23.696,2,0.2,2012,5,2,3,4,27.499999999999996,11.848,1,0
1,1,0,5,212.94,3,0.0,2013,12,4,4,7,12.000000000000002,70.98,0,1
0,3,1,10,61.06,2,0.0,2012,2,1,5,6,46.0,30.53,0,0
0,0,2,13,470.376,3,0.2,2014,3,1,2,4,10.0,156.792,1,1
1,1,1,12,20.04,3,0.0,2012,1,1,0,2,48.0,6.68,0,0
0,0,1,3,127.96,2,0.0,2014,3,1,3,0,49.00000000000001,63.98,0,0
0,1,1,15,70.12,4,0.0,2014,8,3,3,4,30.0,17.53,0,0
0,2,1,7,21.744,1,0.2,2014,1,1,2,1,33.75,21.744,1,0
2,0,1,12,20.96,4,0.2,2012,8,3,4,5,32.5,5.24,1,0
0,3,1,3,11.744,1,0.2,2013,10,4,2,3,32.5,11.744,1,0
0,1,1,14,31.92,4,0.0,2014,12,4,1,2,26.0,7.98,0,0
